category,locale,title,sitemapUrl,canonicalUrl,finalUrl,textChars,signals,headings,localText
01-product,en,Claude Science beta | Claude by Anthropic,https://claude.com/product/claude-science,https://claude.com/product/claude-science,https://claude.com/product/claude-science,26179,product|role-industry|conversion|marketplace|education|proof|developer|trust,Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Models | Mythos,sources\text\claude_com__product-claude-science__1c34f8481135.txt
01-product,de,Claude Security | Claude by Anthropic,https://claude.com/de/product/claude-security,https://claude.com/product/claude-security,https://claude.com/de/product/claude-security,20082,product|role-industry|conversion|marketplace|education|proof|developer|trust,Das ist Claude | Produkte | Claude | Claude Code | Claude Cowork | @Claude | Funktionen | Claude für Chrome | Claude für Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modelle | Opus,sources\text\claude_com__de-product-claude-security__65d0003cbd20.txt
01-product,en,Claude Security | Claude by Anthropic,https://claude.com/product/claude-security,https://claude.com/product/claude-security,https://claude.com/product/claude-security,17682,product|role-industry|conversion|marketplace|education|proof|developer|trust,Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Models | Mythos,sources\text\claude_com__product-claude-security__7065757100fe.txt
01-product,fr,Claude Security | Claude by Anthropic,https://claude.com/fr/product/claude-security,https://claude.com/product/claude-security,https://claude.com/fr/product/claude-security,21064,product|role-industry|conversion|marketplace|education|developer|trust,Découvrez Claude | Produits | Claude | Claude Code | Claude Cowork | @Claude | Fonctionnalités | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modèles | Opus,sources\text\claude_com__fr-product-claude-security__58b8ec2ebef5.txt
01-product,ja,Claude Security | Claude by Anthropic,https://claude.com/ja/product/claude-security,https://claude.com/product/claude-security,https://claude.com/ja/product/claude-security,11004,product|role-industry|conversion|marketplace|developer|trust,Claude の紹介 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet | Haiku,sources\text\claude_com__ja-product-claude-security__056e6a4c746a.txt
01-product,ko,Claude Security | Claude by Anthropic,https://claude.com/ko/product/claude-security,https://claude.com/product/claude-security,https://claude.com/ko/product/claude-security,11166,product|role-industry|conversion|marketplace|developer|trust,Claude를 만나보세요 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet,sources\text\claude_com__ko-product-claude-security__8d86de995a39.txt
01-product,de,Claude Cowork: Claude Code power for knowledge work | Claude by Anthropic,https://claude.com/de/product/cowork,https://claude.com/product/cowork,https://claude.com/de/product/cowork,35702,product|role-industry|conversion|marketplace|education|proof|developer|trust,Das ist Claude | Produkte | Claude | Claude Code | Claude Cowork | @Claude | Funktionen | Claude für Chrome | Claude für Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modelle | Opus,sources\text\claude_com__de-product-cowork__d01139b20e46.txt
01-product,en,Claude Cowork: Claude Code power for knowledge work | Claude by Anthropic,https://claude.com/product/cowork,https://claude.com/product/cowork,https://claude.com/product/cowork,29124,product|role-industry|conversion|marketplace|education|proof|developer|trust,Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Models | Mythos,sources\text\claude_com__product-cowork__fcdbd38b82d6.txt
01-product,fr,Claude Cowork: Claude Code power for knowledge work | Claude by Anthropic,https://claude.com/fr/product/cowork,https://claude.com/product/cowork,https://claude.com/fr/product/cowork,36785,product|role-industry|conversion|marketplace|education|developer|trust,Découvrez Claude | Produits | Claude | Claude Code | Claude Cowork | @Claude | Fonctionnalités | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modèles | Opus,sources\text\claude_com__fr-product-cowork__556b7a22b876.txt
01-product,it,Claude Cowork: Claude Code power for knowledge work | Claude by Anthropic,https://claude.com/it/product/cowork,https://claude.com/product/cowork,https://claude.com/it/product/cowork,34418,product|role-industry|conversion|marketplace|education|proof|developer|trust,Scopri Claude | Prodotti | Claude | Claude Code | Claude Cowork | @Claude | Funzionalità | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modelli | Opus,sources\text\claude_com__it-product-cowork__523c5227db89.txt
01-product,ja,Claude Cowork: Claude Code power for knowledge work | Claude by Anthropic,https://claude.com/ja/product/cowork,https://claude.com/product/cowork,https://claude.com/ja/product/cowork,18435,product|role-industry|conversion|marketplace|developer|trust,Claude の紹介 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet | Haiku,sources\text\claude_com__ja-product-cowork__2841c687fa9f.txt
01-product,ko,Claude Cowork: Claude Code power for knowledge work | Claude by Anthropic,https://claude.com/ko/product/cowork,https://claude.com/product/cowork,https://claude.com/ko/product/cowork,18840,product|role-industry|conversion|marketplace|developer|trust,Claude를 만나보세요 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet,sources\text\claude_com__ko-product-cowork__0d2d289d1f47.txt
01-product,en,Turn ideas into designs with Claude | Claude by Anthropic,https://claude.com/product/design,https://claude.com/product/design,https://claude.com/product/design,19769,product|role-industry|conversion|marketplace|education|proof|developer|trust,Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Models | Mythos,sources\text\claude_com__product-design__a763a9a65db5.txt
01-product,de,Übersicht | Claude,https://claude.com/de/product/overview,https://claude.com/product/overview,https://claude.com/de/product/overview,74886,product|role-industry|conversion|marketplace|education|proof|developer|trust,Das ist Claude | Produkte | Claude | Claude Code | Claude Cowork | @Claude | Funktionen | Claude für Chrome | Claude für Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modelle | Opus,sources\text\claude_com__de-product-overview__703ac11d3d43.txt
01-product,en,The AI for Problem Solvers | Claude by Anthropic,https://claude.com/product/overview,https://claude.com/product/overview,https://claude.com/product/overview,65581,product|role-industry|conversion|marketplace|education|proof|developer|trust,Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Models | Mythos,sources\text\claude_com__product-overview__a1d4c8c663b3.txt
01-product,fr,Présentation | Claude,https://claude.com/fr/product/overview,https://claude.com/product/overview,https://claude.com/fr/product/overview,80424,product|role-industry|conversion|marketplace|education|developer|trust,Découvrez Claude | Produits | Claude | Claude Code | Claude Cowork | @Claude | Fonctionnalités | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modèles | Opus,sources\text\claude_com__fr-product-overview__77cedf2559ca.txt
01-product,it,The AI for Problem Solvers | Claude by Anthropic,https://claude.com/it/product/overview,https://claude.com/product/overview,https://claude.com/it/product/overview,77528,product|role-industry|conversion|marketplace|education|proof|developer|trust,Scopri Claude | Prodotti | Claude | Claude Code | Claude Cowork | @Claude | Funzionalità | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modelli | Opus,sources\text\claude_com__it-product-overview__9a90b41639c7.txt
01-product,ja,概要 | Claude,https://claude.com/ja/product/overview,https://claude.com/product/overview,https://claude.com/ja/product/overview,35404,product|role-industry|conversion|marketplace|education|proof|developer|trust,Claude の紹介 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet | Haiku,sources\text\claude_com__ja-product-overview__a61baa48d5fc.txt
01-product,ko,개요 | Claude,https://claude.com/ko/product/overview,https://claude.com/product/overview,https://claude.com/ko/product/overview,35575,product|role-industry|conversion|marketplace|education|developer|trust,Claude를 만나보세요 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet,sources\text\claude_com__ko-product-overview__1ae07956c096.txt
01-product,en,Claude Tag | Claude by Anthropic,https://claude.com/product/tag,https://claude.com/product/tag,https://claude.com/product/tag,19776,product|role-industry|conversion|marketplace|education|proof|developer|trust,Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Models | Mythos,sources\text\claude_com__product-tag__fa082c8fc502.txt
02-features,de,Claude für Excel,https://claude.com/de/claude-for-chrome,https://claude.com/claude-for-chrome,https://claude.com/de/claude-for-chrome,24046,product|role-industry|conversion|marketplace|proof|developer|trust,"die Betaversion von | Next Next | Erfahren Sie, wie | Erfahren Sie, wie Erfahren Sie, wie | Das ist Claude | Produkte | Claude | Claude Code | Claude Cowork | @Claude | Funktionen | Claude für Chrome | Claude für Microsoft 365 | Skills | Claude apps built for | Design",sources\text\claude_com__de-claude-for-chrome__88bbd9aaff83.txt
02-features,en,Claude for Chrome | Claude by Anthropic,https://claude.com/claude-for-chrome,https://claude.com/claude-for-chrome,https://claude.com/claude-for-chrome,20586,product|role-industry|conversion|marketplace|education|proof|developer|trust,Beta | Next Next | The browser extension is a beta feature with unique risks—stay alert and protect yourself from bad actors. | Learn how | Learn how Learn how | Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for,sources\text\claude_com__claude-for-chrome__51cc1cabaf5d.txt
02-features,fr,Claude for Chrome | Claude by Anthropic,https://claude.com/fr/claude-for-chrome,https://claude.com/claude-for-chrome,https://claude.com/fr/claude-for-chrome,25192,product|role-industry|conversion|marketplace|education|developer|trust,Bêta | Next Next | Découvrez comment | Découvrez comment Découvrez comment | Découvrez Claude | Produits | Claude | Claude Code | Claude Cowork | @Claude | Fonctionnalités | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design,sources\text\claude_com__fr-claude-for-chrome__78176e254b47.txt
02-features,it,Claude for Chrome | Claude by Anthropic,https://claude.com/it/claude-for-chrome,https://claude.com/claude-for-chrome,https://claude.com/it/claude-for-chrome,24478,product|role-industry|conversion|marketplace|education|proof|developer|trust,Beta | Next Next | Scopri come | Scopri come Scopri come | Scopri Claude | Prodotti | Claude | Claude Code | Claude Cowork | @Claude | Funzionalità | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design,sources\text\claude_com__it-claude-for-chrome__0b16ab2489db.txt
02-features,ja,Claude for Chrome | Claude by Anthropic,https://claude.com/ja/claude-for-chrome,https://claude.com/claude-for-chrome,https://claude.com/ja/claude-for-chrome,12924,product|role-industry|conversion|marketplace|developer|trust,ベータ版 | Next Next | このブラウザ拡張機能はベータ版機能であり、独自のリスクを伴います。注意を払い、悪意のあるアクターから自身を保護してください。 | 方法はこちら | 方法はこちら 方法はこちら | Claude の紹介 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Claude apps built for | Design | Science | Security,sources\text\claude_com__ja-claude-for-chrome__6c30235dfb62.txt
02-features,ko,Chrome에서 Claude | Claude,https://claude.com/ko/claude-for-chrome,https://claude.com/claude-for-chrome,https://claude.com/ko/claude-for-chrome,13071,product|role-industry|conversion|marketplace|developer|trust,"Next Next | 브라우저 확장 프로그램은 베타 기능으로, 위험 요소가 있을 수 있습니다. 항상 주의를 기울이고, 악성 공격자로부터 스스로를 보호하세요. | 자세히 알아보기 | 자세히 알아보기 자세히 알아보기 | Claude를 만나보세요 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security",sources\text\claude_com__ko-claude-for-chrome__61dc11f9375a.txt
02-features,en,Claude for Microsoft 365 | Claude by Anthropic,https://claude.com/claude-for-microsoft-365,https://claude.com/claude-for-microsoft-365,https://claude.com/claude-for-microsoft-365,19148,product|role-industry|conversion|marketplace|education|proof|developer|trust,Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Models | Mythos,sources\text\claude_com__claude-for-microsoft-365__df68510bed24.txt
02-features,ko,Excel에서 Claude | Claude,https://claude.com/ko/claude-for-microsoft-365,https://claude.com/claude-for-microsoft-365,https://claude.com/ko/claude-for-microsoft-365,12408,product|role-industry|conversion|marketplace|developer|trust,Claude를 만나보세요 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet,sources\text\claude_com__ko-claude-for-microsoft-365__c510ce2a8b96.txt
02-features,en,Fast mode for Claude Opus 4.6 waitlist,https://claude.com/fast-mode,https://claude.com/fast-mode,https://claude.com/fast-mode,14358,product|role-industry|conversion|marketplace|education|proof|developer|trust,Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Models | Mythos,sources\text\claude_com__fast-mode__81e254b827fa.txt
02-features,de,Finanzdienstleistungen | Claude,https://claude.com/de/import-memory,https://claude.com/import-memory,https://claude.com/de/import-memory,16247,product|role-industry|conversion|marketplace|proof|developer|trust,Das ist Claude | Produkte | Claude | Claude Code | Claude Cowork | @Claude | Funktionen | Claude für Chrome | Claude für Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modelle | Opus,sources\text\claude_com__de-import-memory__bfef9bc956c7.txt
02-features,en,Switch to Claude without starting over | Claude by Anthropic,https://claude.com/import-memory,https://claude.com/import-memory,https://claude.com/import-memory,14481,product|role-industry|conversion|marketplace|education|proof|developer|trust,Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Models | Mythos,sources\text\claude_com__import-memory__1245dd8fcf7f.txt
02-features,fr,Services financiers | Claude,https://claude.com/fr/import-memory,https://claude.com/import-memory,https://claude.com/fr/import-memory,16891,product|role-industry|conversion|marketplace|developer|trust,Découvrez Claude | Produits | Claude | Claude Code | Claude Cowork | @Claude | Fonctionnalités | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modèles | Opus,sources\text\claude_com__fr-import-memory__f84a565e54d4.txt
02-features,ja,金融サービス | Claude,https://claude.com/ja/import-memory,https://claude.com/import-memory,https://claude.com/ja/import-memory,9127,product|role-industry|conversion|marketplace|developer|trust,Claude の紹介 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet | Haiku,sources\text\claude_com__ja-import-memory__0c1e97de7c67.txt
02-features,ko,금융 서비스 | Claude,https://claude.com/ko/import-memory,https://claude.com/import-memory,https://claude.com/ko/import-memory,9045,product|role-industry|conversion|marketplace|developer|trust,Claude를 만나보세요 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet,sources\text\claude_com__ko-import-memory__70e4a58281ee.txt
02-features,de,Skills | Claude by Anthropic,https://claude.com/de/skills,https://claude.com/skills,https://claude.com/de/skills,23147,product|role-industry|conversion|marketplace|proof|developer|trust,Das ist Claude | Produkte | Claude | Claude Code | Claude Cowork | @Claude | Funktionen | Claude für Chrome | Claude für Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modelle | Opus,sources\text\claude_com__de-skills__ec1cb49d7691.txt
02-features,en,Skills | Claude by Anthropic,https://claude.com/skills,https://claude.com/skills,https://claude.com/skills,19367,product|role-industry|conversion|marketplace|education|proof|developer|trust,Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Models | Mythos,sources\text\claude_com__skills__3377cfa2c47a.txt
02-features,fr,Skills | Claude by Anthropic,https://claude.com/fr/skills,https://claude.com/skills,https://claude.com/fr/skills,24383,product|role-industry|conversion|marketplace|education|developer|trust,Découvrez Claude | Produits | Claude | Claude Code | Claude Cowork | @Claude | Fonctionnalités | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modèles | Opus,sources\text\claude_com__fr-skills__0237ed83f3db.txt
02-features,it,Skills | Claude by Anthropic,https://claude.com/it/skills,https://claude.com/skills,https://claude.com/it/skills,22796,product|role-industry|conversion|marketplace|education|proof|developer|trust,Scopri Claude | Prodotti | Claude | Claude Code | Claude Cowork | @Claude | Funzionalità | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modelli | Opus,sources\text\claude_com__it-skills__347481d88596.txt
02-features,ja,Skills | Claude by Anthropic,https://claude.com/ja/skills,https://claude.com/skills,https://claude.com/ja/skills,11616,product|role-industry|conversion|marketplace|developer|trust,Claude の紹介 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet | Haiku,sources\text\claude_com__ja-skills__1f90759936f9.txt
02-features,ko,Skills | Claude by Anthropic,https://claude.com/ko/skills,https://claude.com/skills,https://claude.com/ko/skills,12023,product|role-industry|conversion|marketplace|developer|trust,Claude를 만나보세요 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet,sources\text\claude_com__ko-skills__227942e997c0.txt
03-solutions,de,KI-Agenten | Claude,https://claude.com/de/solutions/agents,https://claude.com/solutions/agents,https://claude.com/de/solutions/agents,21070,product|role-industry|conversion|marketplace|proof|developer|trust,Das ist Claude | Produkte | Claude | Claude Code | Claude Cowork | @Claude | Funktionen | Claude für Chrome | Claude für Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modelle | Opus,sources\text\claude_com__de-solutions-agents__fe3fc652c98c.txt
03-solutions,en,AI agents | Claude by Anthropic,https://claude.com/solutions/agents,https://claude.com/solutions/agents,https://claude.com/solutions/agents,17958,product|role-industry|conversion|marketplace|education|proof|developer|trust,Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Models | Mythos,sources\text\claude_com__solutions-agents__47a6f280cb9f.txt
03-solutions,fr,Agents IA | Claude,https://claude.com/fr/solutions/agents,https://claude.com/solutions/agents,https://claude.com/fr/solutions/agents,22119,product|role-industry|conversion|marketplace|proof|developer|trust,Découvrez Claude | Produits | Claude | Claude Code | Claude Cowork | @Claude | Fonctionnalités | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modèles | Opus,sources\text\claude_com__fr-solutions-agents__e3fe15ea34a6.txt
03-solutions,it,AI agents | Claude by Anthropic,https://claude.com/it/solutions/agents,https://claude.com/solutions/agents,https://claude.com/it/solutions/agents,20643,product|role-industry|conversion|marketplace|education|proof|developer|trust,Scopri Claude | Prodotti | Claude | Claude Code | Claude Cowork | @Claude | Funzionalità | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modelli | Opus,sources\text\claude_com__it-solutions-agents__18c369430913.txt
03-solutions,ja,AIエージェント | Claude,https://claude.com/ja/solutions/agents,https://claude.com/solutions/agents,https://claude.com/ja/solutions/agents,11308,product|role-industry|conversion|marketplace|developer|trust,Claude の紹介 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet | Haiku,sources\text\claude_com__ja-solutions-agents__419e44086143.txt
03-solutions,ko,AI 에이전트 | 클로드,https://claude.com/ko/solutions/agents,https://claude.com/solutions/agents,https://claude.com/ko/solutions/agents,11122,product|role-industry|conversion|marketplace|developer|trust,Claude를 만나보세요 | Claude | Claude Code | Claude Cowork | @Claude | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Opus | Fable | Opus | Sonnet,sources\text\claude_com__ko-solutions-agents__18438e8f28bd.txt
03-solutions,de,Code-Modernisierung | Claude,https://claude.com/de/solutions/code-modernization,https://claude.com/solutions/code-modernization,https://claude.com/de/solutions/code-modernization,17579,product|role-industry|conversion|marketplace|proof|developer|trust,Das ist Claude | Produkte | Claude | Claude Code | Claude Cowork | @Claude | Funktionen | Claude für Chrome | Claude für Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modelle | Opus,sources\text\claude_com__de-solutions-code-modernization__fc56bdddc777.txt
03-solutions,en,Code modernization | Claude by Anthropic,https://claude.com/solutions/code-modernization,https://claude.com/solutions/code-modernization,https://claude.com/solutions/code-modernization,15721,product|role-industry|conversion|marketplace|education|proof|developer|trust,Meet Claude | Products | Claude | Claude Code | Claude Cowork | @Claude | Features | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Models | Mythos,sources\text\claude_com__solutions-code-modernization__b9604e38c655.txt
03-solutions,fr,Modernisation du code | Claude,https://claude.com/fr/solutions/code-modernization,https://claude.com/solutions/code-modernization,https://claude.com/fr/solutions/code-modernization,18505,product|role-industry|conversion|marketplace|education|developer|trust,Découvrez Claude | Produits | Claude | Claude Code | Claude Cowork | @Claude | Fonctionnalités | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modèles | Opus,sources\text\claude_com__fr-solutions-code-modernization__8c261969c99e.txt
03-solutions,it,Code modernization | Claude by Anthropic,https://claude.com/it/solutions/code-modernization,https://claude.com/solutions/code-modernization,https://claude.com/it/solutions/code-modernization,18276,product|role-industry|conversion|marketplace|education|proof|developer|trust,Scopri Claude | Prodotti | Claude | Claude Code | Claude Cowork | @Claude | Funzionalità | Claude for Chrome | Claude for Microsoft 365 | Skills | Claude apps built for | Design | Science | Security | Modelli | Opus,sources\text\claude_com__it-solutions-code-modernization__3c606bcb33bf.txt
